State;City;Population;;;;
Massachusetts;Leicester;10 970;;;;
Maryland;Mitchellville;10 967;;;;
Michigan;Grand Haven;10 965;;;;
Alabama;Gulf Shores;10 963;;;;
Mississippi;D'Iberville;10 962;;;;
Massachusetts;Wrentham;10 955;;;;
Florida;Lighthouse Point;10 953;;;;
Wyoming;Riverton;10 953;;;;
Ohio;East Liverpool;10 951;;;;
Maryland;Annapolis Neck;10 950;;;;
Ohio;Brooklyn;10 947;;;;
Georgia;Cordele;10 939;;;;
New Jersey;Totowa;10 937;;;;
New Jersey;Barclay-Kingston;10 937;;;;
Colorado;Frederick;10 927;;;;
Washington;Dishman;10 925;;;;
Texas;Labelle;10 921;;;;
Texas;Vidor;10 920;;;;
Tennessee;Seymour;10 919;;;;
California;Quartz Hill;10 912;;;;
Florida;Gulf Gate Estates;10 911;;;;
Florida;Trinity;10 907;;;;
New Jersey;West Caldwell;10 904;;;;
New Jersey;West Paterson;10 903;;;;
Michigan;Sturgis;10 901;;;;
Maryland;Summerfield;10 898;;;;
Wisconsin;Marinette;10 897;;;;
Iowa;Storm Lake;10 895;;;;
New York;Ogdensburg;10 895;;;;
Oregon;Damascus;10 893;;;;
Georgia;Fort Benning South;10 887;;;;
Texas;Fredericksburg;10 886;;;;
Washington;West Valley;10 882;;;;
Louisiana;Bastrop;10 881;;;;
California;Citrus;10 866;;;;
New Jersey;Little Ferry;10 866;;;;
New York;Lloyd;10 863;;;;
Florida;Miami Shores;10 861;;;;
Georgia;Rossville-Beverly Hills;10 861;;;;
Florida;Lower Keys;10 859;;;;
Missouri;Union;10 859;;;;
Ohio;Shiloh;10 859;;;;
Utah;Vernal;10 844;;;;
Arizona;Show Low;10 841;;;;
Tennessee;West Chester;10 840;;;;
Wisconsin;Harrison;10 839;;;;
Illinois;Worth;10 838;;;;
New Jersey;Franklin Lakes;10 837;;;;
West Virginia;St. Albans;10 835;;;;
Florida;Highland City;10 834;;;;
Washington;Maltby;10 830;;;;
Arkansas;Malvern;10 826;;;;
Wisconsin;Little Chute;10 813;;;;
Michigan;Coldwater;10 811;;;;
Washington;Vashon Island;10 811;;;;
Texas;Jacinto City;10 809;;;;
California;Central Colusa;10 807;;;;
Missouri;Bellefontaine Neighbors;10 807;;;;
Florida;Pine Castle;10 805;;;;
Texas;Sweetwater;10 805;;;;
Virginia;Manchester;10 804;;;;
California;La Riviera;10 802;;;;
Louisiana;De Ridder;10 799;;;;
Michigan;Muskegon Heights;10 799;;;;
Colorado;Castle Pines;10 796;;;;
Missouri;Kennett;10 796;;;;
New York;Fredonia;10 792;;;;
Massachusetts;Holbrook;10 791;;;;
Pennsylvania;Broomall;10 789;;;;
California;Farmersville;10 786;;;;
Oregon;Northeast Umatilla;10 786;;;;
Wisconsin;Monroe;10 781;;;;
Alabama;Madison Crossroads;10 779;;;;
Illinois;Lyons;10 773;;;;
New Jersey;Little Falls;10 772;;;;
Kansas;Atchison;10 771;;;;
California;Crestline;10 770;;;;
Ohio;Van Wert;10 768;;;;
Texas;Northeast Rockwall;10 765;;;;
Iowa;Fort Madison;10 764;;;;
Washington;Sedro-Woolley;10 764;;;;
Illinois;Burr Ridge;10 761;;;;
Pennsylvania;Waynesboro;10 760;;;;
Tennessee;Beech Springs;10 760;;;;
Florida;Viera East;10 757;;;;
Texas;Royse City;10 757;;;;
New Jersey;Somers Point;10 756;;;;
Virginia;Lowes Island;10 756;;;;
California;Delhi;10 755;;;;
North Carolina;Summerfield;10 753;;;;
Mississippi;Picayune;10 749;;;;
California;Newman;10 748;;;;
Tennessee;Telford;10 745;;;;
Alabama;Saks;10 744;;;;
New Jersey;Echelon;10 743;;;;
Wisconsin;Sussex;10 740;;;;
California;Tamalpais-Homestead Valley;10 735;;;;
New Mexico;Reservation;10 733;;;;
North Carolina;Lincolnton;10 732;;;;
Tennessee;Collegedale;10 729;;;;
Mississippi;Petal;10 727;;;;
Hawaii;Kula;10 724;;;;
New York;Massena;10 723;;;;
Utah;Lindon;10 723;;;;
Georgia;Doraville;10 714;;;;
Maryland;Largo;10 709;;;;
California;Pine Grove-Silver Lake;10 703;;;;
Florida;Cheval;10 702;;;;
Maryland;Halfway;10 701;;;;
Hawaii;Kapaa;10 699;;;;
South Dakota;Vermillion;10 699;;;;
Maryland;Rosaryville;10 697;;;;
Pennsylvania;Darby;10 695;;;;
Iowa;Keokuk;10 692;;;;
Ohio;Bedford Heights;10 675;;;;
Washington;Klahanie;10 674;;;;
Georgia;Vidalia;10 670;;;;
Oklahoma;North Tulsa;10 669;;;;
Ohio;Northbrook;10 668;;;;
Tennessee;Union City;10 666;;;;
Florida;Winston;10 662;;;;
California;Blackhawk-Camino Tassajara;10 652;;;;
Arkansas;Arkadelphia;10 649;;;;
California;Garden Acres;10 648;;;;
California;Muscoy;10 644;;;;
North Carolina;Kings Mountain;10 644;;;;
Pennsylvania;Lansdowne;10 641;;;;
Georgia;Scottdale;10 631;;;;
Washington;Vashon;10 624;;;;
California;Camp Pendleton South;10 616;;;;
California;Winton;10 613;;;;
Rhode Island;Warren;10 611;;;;
Illinois;Roscoe;10 603;;;;
Pennsylvania;North Versailles;10 603;;;;
South Carolina;Forest Acres;10 603;;;;
Colorado;Castle Pines North;10 602;;;;
Massachusetts;Lakeville;10 602;;;;
New Jersey;Ventnor City;10 597;;;;
Louisiana;Gardere;10 580;;;;
Illinois;Fox Lake;10 578;;;;
Georgia;Yorkville;10 575;;;;
Georgia;North Whitfield;10 574;;;;
Maryland;Accokeek;10 573;;;;
Missouri;Bolivar;10 572;;;;
Texas;Anna;10 571;;;;
Pennsylvania;Upper Providence Township;10 564;;;;
West Virginia;Vienna;10 562;;;;
California;Exeter;10 558;;;;
California;Placerville;10 556;;;;
Michigan;Farmington;10 554;;;;
Illinois;Sauk Village;10 545;;;;
California;Morro Bay;10 544;;;;
Missouri;Eureka;10 543;;;;
Wisconsin;Burlington;10 541;;;;
Ohio;Forestville;10 532;;;;
Texas;Vernon;10 531;;;;
Maryland;Chesapeake Ranch Estates;10 519;;;;
Colorado;The Pinery;10 517;;;;
Massachusetts;Norwell;10 506;;;;
Tennessee;Lawrenceburg;10 498;;;;
Arkansas;Batesville;10 497;;;;
Ohio;Dent;10 497;;;;
Ohio;Richmond Heights;10 495;;;;
New York;Canandaigua;10 488;;;;
Ohio;Cambridge;10 485;;;;
Michigan;Grosse Ile;10 483;;;;
New York;Middle Island;10 483;;;;
New Jersey;Hillsdale;10 482;;;;
New Jersey;Lincoln Park;10 482;;;;
Idaho;Burley;10 480;;;;
Ohio;Harrison;10 479;;;;
Ohio;Vermilion;10 478;;;;
Georgia;White-Pine Log;10 476;;;;
Arizona;Arizona City;10 475;;;;
Pennsylvania;Wyomissing;10 472;;;;
Alabama;Beauregard-Marvyn;10 469;;;;
New Jersey;Pine Hill;10 464;;;;
Florida;Groveland;10 460;;;;
Louisiana;Gonzales;10 457;;;;
North Carolina;Belmont;10 456;;;;
Ohio;Heath;10 456;;;;
Wyoming;Jackson;10 449;;;;
Michigan;Beverly Hills;10 448;;;;
West Virginia;Bluefield;10 448;;;;
West Virginia;Shepherdstown district;10 445;;;;
Michigan;Big Rapids;10 443;;;;
Michigan;Melvindale;10 441;;;;
Ohio;Struthers;10 441;;;;
Ohio;Montgomery;10 440;;;;
Florida;Key Largo;10 433;;;;
Indiana;Wabash;10 433;;;;
Pennsylvania;Harrison Township;10 421;;;;
Florida;Satellite Beach;10 418;;;;
New York;West Haverstraw;10 417;;;;
Oklahoma;Warr Acres;10 408;;;;
California;Toro;10 399;;;;
New Jersey;Manville;10 388;;;;
Florida;Palatka;10 387;;;;
North Carolina;Mount Airy;10 383;;;;
Pennsylvania;Columbia;10 383;;;;
New Jersey;Kinnelon;10 381;;;;
Michigan;Highland Park;10 375;;;;
Illinois;Barrington;10 373;;;;
Ohio;Celina;10 373;;;;
Florida;Sebring;10 372;;;;
Indiana;Greencastle;10 362;;;;
Minnesota;Big Lake;10 360;;;;
Louisiana;Broussard;10 356;;;;
Illinois;Wood River;10 355;;;;
Ohio;Reading;10 354;;;;
Florida;Minneola;10 351;;;;
Tennessee;Manchester;10 349;;;;
New Hampshire;Durham;10 345;;;;
Florida;North Andrews Gardens;10 337;;;;
Iowa;Pella;10 337;;;;
Michigan;Cadillac;10 335;;;;
Louisiana;Eunice;10 330;;;;
Rhode Island;Scituate;10 329;;;;
Minnesota;Fairmont;10 328;;;;
Alabama;Pleasant Grove;10 325;;;;
Maryland;Linthicum;10 324;;;;
Texas;Rockport;10 323;;;;
North Carolina;Weddington;10 322;;;;
Pennsylvania;Berwick;10 316;;;;
New York;Kirkland;10 315;;;;
Georgia;Rutland;10 309;;;;
Oregon;Sandy;10 309;;;;
Wisconsin;Greenville;10 309;;;;
Massachusetts;Acushnet;10 303;;;;
Pennsylvania;Nanticoke;10 301;;;;
New York;Lancaster;10 294;;;;
Massachusetts;Hull;10 293;;;;
Connecticut;Canton;10 292;;;;
South Carolina;Oak Grove;10 291;;;;
Georgia;Jesup;10 285;;;;
Arizona;Sedona;10 281;;;;
Illinois;River Grove;10 271;;;;
South Carolina;Newberry;10 268;;;;
Colorado;Edwards;10 266;;;;
Maryland;Bel Air;10 264;;;;
Utah;Cedar Hills;10 261;;;;
Washington;Tulalip;10 258;;;;
Michigan;Alpena;10 247;;;;
California;Rossmoor;10 244;;;;
Louisiana;Timberlane;10 243;;;;
Connecticut;Old Saybrook;10 242;;;;
Florida;Fairview Shores;10 239;;;;
Georgia;Holly Springs;10 237;;;;
New York;Watervliet;10 233;;;;
Michigan;Beecher;10 232;;;;
Minnesota;Little Canada;10 228;;;;
Pennsylvania;Oil City;10 227;;;;
New York;Fairmount;10 224;;;;
Washington;Veradale;10 224;;;;
Washington;Colbert;10 222;;;;
California;Anderson;10 209;;;;
Arizona;Vail;10 208;;;;
New York;Sleepy Hollow;10 208;;;;
South Carolina;Pauline;10 205;;;;
Utah;West Point;10 204;;;;
Illinois;Gages Lake;10 198;;;;
Louisiana;Raceland;10 193;;;;
Texas;Bellmead;10 184;;;;
Louisiana;Jennings;10 183;;;;
New York;Bohemia;10 180;;;;
Connecticut;Weston;10 179;;;;
Delaware;Milford;10 179;;;;
Illinois;Waterloo;10 178;;;;
Wisconsin;Portage;10 178;;;;
Ohio;Galion;10 175;;;;
Kansas;Parsons;10 174;;;;
New Mexico;Silver City;10 172;;;;
California;Shasta Lake;10 166;;;;
Alabama;Forestdale;10 162;;;;
Minnesota;North Branch;10 160;;;;
Washington;Lake Morton-Berrydale;10 160;;;;
Arizona;Gold Camp;10 159;;;;
Maryland;Lanham;10 157;;;;
Wisconsin;Lisbon;10 157;;;;
Tennessee;Paris;10 156;;;;
Texas;Maud-Elliot Creek;10 147;;;;
California;Capitola;10 146;;;;
Nebraska;Lexington;10 146;;;;
New York;Ontario;10 136;;;;
New Jersey;Marlton;10 133;;;;
Utah;Alpine;10 131;;;;
New Mexico;Espanola;10 130;;;;
Kentucky;Fort Knox;10 124;;;;
Kentucky;Mayfield;10 122;;;;
Illinois;Columbia;10 121;;;;
New York;Great Neck;10 118;;;;
Oregon;Newport;10 116;;;;
California;San Diego Country Estates;10 109;;;;
Iowa;Waverly;10 106;;;;
Massachusetts;Maynard;10 106;;;;
Utah;Santaquin;10 106;;;;
Florida;Goulds;10 103;;;;
Louisiana;Denham Springs;10 097;;;;
Indiana;Plymouth;10 095;;;;
Tennessee;Wildwood;10 095;;;;
Florida;Port Salerno;10 091;;;;
Michigan;Comstock Park;10 088;;;;
Texas;Roma;10 088;;;;
Mississippi;Indianola;10 078;;;;
Virginia;Countryside;10 072;;;;
Pennsylvania;Uniontown;10 064;;;;
Texas;Bonham;10 058;;;;
Ohio;London;10 056;;;;
Florida;Cape Canaveral;10 049;;;;
Texas;Northwest Bell;10 042;;;;
Florida;New Port Richey East;10 036;;;;
Michigan;Benton Harbor;10 018;;;;
Illinois;Peru;10 016;;;;
New Jersey;Woodbury;10 016;;;;
Louisiana;Waggaman;10 015;;;;
New York;Fort Salonga;10 008;;;;
Iowa;Carroll;10 007;;;;
Alabama;Atmore;10 006;;;;
Arkansas;Hope;10 004;;;;
California;Fairview;10 003;;;;
California;Del Aire;10 001;;;;
Illinois;Troy;9 996;;;;
West Virginia;Cross Lanes;9 995;;;;
Florida;Paxton-Darlington;9 989;;;;
Hawaii;Pahoa-Kalapana;9 986;;;;
Missouri;Harrisonville;9 983;;;;
Hawaii;South Kona;9 977;;;;
Connecticut;Woodbury;9 975;;;;
Wisconsin;Elkhorn;9 975;;;;
Tennessee;Brownsville;9 974;;;;
Indiana;Bluffton;9 969;;;;
Michigan;Lambertville;9 953;;;;
Vermont;Hartford;9 952;;;;
Oregon;Monmouth;9 950;;;;
Pennsylvania;Croydon;9 950;;;;
New Jersey;Waldwick;9 947;;;;
Washington;Agnew-Carlsborg;9 934;;;;
Maryland;Timonium;9 925;;;;
Virginia;Lake Monticello;9 920;;;;
Florida;Lake Lucerne;9 919;;;;
Texas;Lackland AFB;9 918;;;;
California;Corte Madera;9 916;;;;
New Jersey;Lake Mohawk;9 916;;;;
Pennsylvania;Northampton;9 915;;;;
Virginia;Warrenton;9 907;;;;
Indiana;Kendallville;9 905;;;;
Maryland;District 3;9 899;;;;
New Mexico;Santo Domingo;9 899;;;;
New York;East Rockaway;9 896;;;;
Maryland;Coral Hills;9 895;;;;
Illinois;Highland;9 894;;;;
Tennessee;Clinton;9 889;;;;
Tennessee;Bloomingdale;9 888;;;;
Utah;Bluffdale;9 887;;;;
Hawaii;Village Park;9 884;;;;
Vermont;Essex Junction;9 881;;;;
Kansas;Coffeyville;9 876;;;;
Minnesota;Arden Hills;9 876;;;;
Maine;Standish;9 874;;;;
Utah;North Logan;9 874;;;;
Kentucky;Middlesborough;9 872;;;;
New Jersey;Keansburg;9 872;;;;
Wisconsin;Oregon;9 871;;;;
Georgia;Jefferson;9 867;;;;
Pennsylvania;Lock Haven;9 862;;;;
Iowa;Norwalk;9 859;;;;
Ohio;Tipp City;9 858;;;;
Michigan;Flat Rock;9 854;;;;
Texas;Pearsall;9 852;;;;
Oregon;Cottage Grove;9 845;;;;
Virginia;Brambleton;9 845;;;;
Colorado;Glenwood Springs;9 840;;;;
Utah;Grantsville;9 838;;;;
Florida;Lakes by the Bay;9 835;;;;
Tennessee;Christiana;9 830;;;;
Ohio;Wapakoneta;9 818;;;;
Georgia;Armuchee;9 817;;;;
Alabama;Russellville;9 806;;;;
Georgia;Cairo;9 806;;;;
Oregon;Baker City;9 801;;;;
New Jersey;Burlington;9 799;;;;
New York;New Hyde Park;9 799;;;;
New Jersey;East Rutherford;9 798;;;;
Georgia;Culloden-Bolingbroke;9 796;;;;
Michigan;Marysville;9 793;;;;
Montana;Havre;9 792;;;;
New York;Inwood;9 792;;;;
Washington;Walnut Grove;9 790;;;;
North Carolina;Washington;9 789;;;;
Iowa;Grimes;9 786;;;;
Virginia;Wyndham;9 785;;;;
South Dakota;Brandon;9 779;;;;
Washington;Shelton;9 777;;;;
Maryland;Lake Arbor;9 776;;;;
New York;Ballston;9 776;;;;
Colorado;Cheyenne Mountain;9 773;;;;
Louisiana;Merrydale;9 772;;;;
Washington;Minnehaha;9 771;;;;
Massachusetts;Southborough;9 767;;;;
Louisiana;Reserve;9 766;;;;
Florida;Union Park;9 765;;;;
Pennsylvania;Progress;9 765;;;;
Iowa;Le Mars;9 764;;;;
Missouri;Cameron;9 762;;;;
North Carolina;Waynesville;9 761;;;;
California;East La Mirada;9 757;;;;
California;Twentynine Palms Base;9 756;;;;
Florida;Parrish;9 754;;;;
Iowa;Fairfield;9 750;;;;
Georgia;Panthersville;9 749;;;;
Washington;Edgewood;9 749;;;;
Kentucky;Paris;9 747;;;;
New Jersey;Maywood;9 746;;;;
Rhode Island;Glocester;9 746;;;;
Arizona;Safford;9 744;;;;
Wyoming;Cody;9 740;;;;
Pennsylvania;Sunbury;9 736;;;;
Georgia;Vinings;9 734;;;;
Florida;Bardmoor;9 732;;;;
Georgia;Cedartown;9 723;;;;
Texas;Brownfield;9 719;;;;
North Carolina;Dunn;9 710;;;;
Minnesota;Hermantown;9 704;;;;
Washington;Poulsbo;9 702;;;;
Alabama;Clay;9 700;;;;
Arkansas;Monticello;9 696;;;;
Alabama;Boaz;9 689;;;;
Connecticut;Hebron;9 686;;;;
Louisiana;Covington;9 686;;;;
Washington;Sumner;9 677;;;;
California;Mountain House;9 675;;;;
Colorado;St. Charles Mesa;9 675;;;;
Ohio;Girard;9 673;;;;
Pennsylvania;Darby Township;9 673;;;;
Wisconsin;Sparta;9 667;;;;
New York;Philipstown;9 662;;;;
Pennsylvania;Park Forest Village;9 660;;;;
New Hampshire;Hampton;9 656;;;;
Florida;Westview;9 650;;;;
California;Soquel;9 644;;;;
Hawaii;Kalaoa;9 644;;;;
Texas;Ingleside;9 639;;;;
Georgia;Rincon;9 638;;;;
Texas;Pleasanton;9 638;;;;
North Carolina;Elon;9 630;;;;
Utah;Emigration;9 626;;;;
Florida;Pierson-Seville;9 624;;;;
Pennsylvania;East Stroudsburg;9 624;;;;
New York;Potsdam;9 617;;;;
South Carolina;Red Bank;9 617;;;;
Arizona;Saddlebrooke;9 614;;;;
Alabama;Rainbow City;9 606;;;;
Arizona;Winslow;9 604;;;;
Florida;Pine Ridge;9 598;;;;
Florida;Bee Ridge;9 598;;;;
Michigan;Howell;9 598;;;;
Wisconsin;Somers;9 597;;;;
Pennsylvania;Bristol;9 595;;;;
Indiana;Danville;9 593;;;;
Florida;Gifford;9 590;;;;
Georgia;Fort Oglethorpe;9 590;;;;
Maine;Wells;9 589;;;;
Tennessee;Gibbs;9 586;;;;
California;Orange Cove;9 584;;;;
Connecticut;Putnam;9 584;;;;
Maryland;Bladensburg;9 583;;;;
Indiana;Mooresville;9 576;;;;
Idaho;Moreland;9 573;;;;
Illinois;Winfield;9 569;;;;
New York;Hamburg;9 565;;;;
Wisconsin;Holmen;9 564;;;;
Arizona;Picture Rocks;9 563;;;;
Pennsylvania;Brentwood;9 563;;;;
Florida;Alachua;9 561;;;;
Virginia;Lake Barcroft;9 558;;;;
Illinois;Steger;9 557;;;;
Nevada;Crystal;9 553;;;;
New York;Rye Brook;9 553;;;;
Maryland;Brock Hall;9 552;;;;
New Jersey;Hackettstown;9 551;;;;
Washington;Fife;9 550;;;;
Connecticut;Bethel;9 549;;;;
Wisconsin;St. Francis;9 547;;;;
Washington;Snohomish;9 544;;;;
Oregon;North Bend;9 543;;;;
Wisconsin;Reedsburg;9 533;;;;
Colorado;Alamosa;9 531;;;;
Illinois;Monmouth;9 527;;;;
Illinois;Flossmoor;9 522;;;;
New York;Amityville;9 522;;;;
Oregon;Astoria;9 521;;;;
New Jersey;Yardville-Groveville;9 518;;;;
Hawaii;Kaneohe Station;9 517;;;;
Maryland;North Kensington;9 514;;;;
Maryland;White Marsh;9 513;;;;
New York;North Gates;9 512;;;;
North Carolina;Winterville;9 511;;;;
Oklahoma;Coweta;9 511;;;;
Oklahoma;Clinton;9 505;;;;
Missouri;Chillicothe;9 504;;;;
Virginia;West Gate;9 504;;;;
Massachusetts;Southwick;9 502;;;;
Kansas;Mission;9 501;;;;
New Hampshire;Berlin;9 501;;;;
Florida;St. Pete Beach;9 496;;;;
Virginia;George Mason;9 496;;;;
New Jersey;White Horse;9 494;;;;
Oregon;Silverton;9 493;;;;
Colorado;Rifle;9 488;;;;
Hawaii;Maili;9 488;;;;
Tennessee;Upper Big Bigby;9 488;;;;
Pennsylvania;Woodlyn;9 485;;;;
New Jersey;Villas;9 483;;;;
Pennsylvania;West Goshen;9 477;;;;
Maine;Orono;9 474;;;;
California;East Compton;9 472;;;;
New York;Rensselaer;9 471;;;;
Oregon;Tenmile;9 469;;;;
Wisconsin;DeForest;9 466;;;;
Florida;West Perrine;9 460;;;;
South Carolina;Moncks Corner;9 460;;;;
Connecticut;Thompson;9 458;;;;
Texas;Pollok;9 456;;;;
Alabama;Valley;9 453;;;;
New Jersey;River Vale;9 452;;;;
New York;Hastings;9 450;;;;
New York;Walworth;9 449;;;;
Florida;Milton;9 445;;;;
Oklahoma;Pryor Creek;9 445;;;;
Texas;Lamesa;9 440;;;;
Maryland;Marlboro Village;9 438;;;;
Indiana;Decatur;9 432;;;;
New York;South Huntington;9 422;;;;
Kentucky;St. Dennis;9 411;;;;
Pennsylvania;Warren;9 410;;;;
Georgia;Crandall-Eton;9 407;;;;
Connecticut;Prospect;9 405;;;;
Ohio;Willoughby Hills;9 405;;;;
Indiana;Lowell;9 402;;;;
Virginia;Gloucester Point;9 402;;;;
Pennsylvania;Jeannette;9 400;;;;
Pennsylvania;Lititz;9 397;;;;
California;Laguna West-Lakeside;9 395;;;;
Arkansas;Clarksville;9 391;;;;
Illinois;Rochelle;9 390;;;;
Maryland;Mount Airy;9 388;;;;
Washington;Oak Bay;9 384;;;;
Illinois;Bethalto;9 382;;;;
California;Country Club;9 379;;;;
Wisconsin;Merrill;9 364;;;;
Ohio;North College Hill;9 362;;;;
Arizona;Valencia West;9 355;;;;
Florida;Springfield;9 355;;;;
California;Blackhawk;9 354;;;;
Maryland;District 3;9 350;;;;
New Jersey;Kendall Park;9 339;;;;
Hawaii;Aiea;9 338;;;;
New Jersey;Brigantine;9 336;;;;
Louisiana;Harahan;9 334;;;;
California;Linda Rural;9 329;;;;
Illinois;La Salle;9 328;;;;
Wisconsin;Tomah;9 328;;;;
Maryland;Fort Meade;9 327;;;;
Oklahoma;The Village;9 324;;;;
Montana;Blackfeet;9 319;;;;
New Mexico;Anthony;9 318;;;;
Maine;Presque Isle;9 317;;;;
Maine;Brewer;9 317;;;;
New York;Crawford;9 316;;;;
Oregon;Rockcreek;9 316;;;;
Illinois;Lynwood;9 313;;;;
Washington;DuPont;9 313;;;;
Michigan;Ecorse;9 311;;;;
California;Charter Oak;9 310;;;;
South Carolina;Woodfield;9 303;;;;
Minnesota;Mound;9 302;;;;
Connecticut;Burlington;9 301;;;;
Connecticut;Groton;9 299;;;;
Kansas;Chanute;9 295;;;;
Pennsylvania;Economy;9 294;;;;
California;Northwest Marin;9 291;;;;
Pennsylvania;Harleysville;9 286;;;;
South Carolina;Woodville;9 286;;;;
Michigan;Grosse Pointe Farms;9 285;;;;
California;Valley Center;9 277;;;;
Illinois;Frankfort Square;9 276;;;;
North Carolina;Rockingham;9 276;;;;
Minnesota;Waseca;9 272;;;;
Arkansas;Greenwood;9 263;;;;
Colorado;Gunbarrel;9 263;;;;
Missouri;Kearney;9 261;;;;
Texas;Perryton;9 260;;;;
North Carolina;Morehead City;9 258;;;;
Oregon;Prineville;9 258;;;;
Virginia;Seven Corners;9 255;;;;
Washington;Port Townsend;9 255;;;;
Missouri;Ellisville;9 253;;;;
Maryland;Friendly;9 250;;;;
Florida;Marianna;9 249;;;;
Pennsylvania;Aliquippa;9 244;;;;
California;East Colusa;9 242;;;;
Kansas;Augusta;9 242;;;;
New Hampshire;Exeter;9 242;;;;
New Mexico;Grants;9 241;;;;
New Jersey;Brookdale;9 239;;;;
Virginia;Stuarts Draft;9 235;;;;
South Dakota;Box Elder;9 233;;;;
Michigan;Alma;9 232;;;;
Illinois;Harvard;9 230;;;;
Wyoming;Rawlins;9 227;;;;
California;Tiburon;9 224;;;;
Florida;Andover;9 221;;;;
Oregon;Fairview;9 218;;;;
California;Rio del Mar;9 216;;;;
New York;Stony Brook University;9 216;;;;
Texas;Pecos;9 213;;;;
Hawaii;Waimea;9 212;;;;
New York;Scotchtown;9 212;;;;
South Carolina;Garden City;9 209;;;;
Wisconsin;Hartland;9 205;;;;
Ohio;New Albany;9 202;;;;
California;Good Hope;9 192;;;;
Illinois;Sugar Grove;9 192;;;;
Ohio;Beckett Ridge;9 187;;;;
South Carolina;Laurens;9 182;;;;
Utah;Washington Terrace;9 177;;;;
Maryland;Urbana;9 175;;;;
Wisconsin;Shawano;9 169;;;;
California;Madera Acres;9 163;;;;
Kansas;Independence;9 162;;;;
Iowa;Pleasant Hill;9 159;;;;
Connecticut;Redding;9 158;;;;
Michigan;Saline;9 158;;;;
Oklahoma;Newcastle;9 155;;;;
South Carolina;Oakway;9 155;;;;
New Jersey;Succasunna;9 152;;;;
New York;Mendon;9 152;;;;
Montana;Anaconda-Deer Lodge County;9 150;;;;
Ohio;Louisville;9 147;;;;
Alabama;Sheffield;9 144;;;;
New Jersey;Leonia;9 139;;;;
Oregon;Bull Mountain;9 133;;;;
Arkansas;Stuttgart;9 132;;;;
Connecticut;East Haddam;9 126;;;;
New York;Lenox;9 122;;;;
South Carolina;Tega Cay;9 120;;;;
Missouri;Smithville;9 107;;;;
New York;Valley Cottage;9 107;;;;
Virginia;Forest;9 106;;;;
Colorado;Roxborough Park;9 099;;;;
Georgia;North Rockdale;9 090;;;;
Ohio;Shelby;9 088;;;;
Missouri;Berkeley;9 084;;;;
Ohio;Oakwood;9 083;;;;
Alabama;Andalusia;9 081;;;;
Oregon;Sweet Home;9 074;;;;
Vermont;Bennington;9 074;;;;
Utah;Mapleton;9 071;;;;
Iowa;Grinnell;9 069;;;;
Illinois;Rock Falls;9 062;;;;
Florida;Westgate-Belvedere Homes;9 060;;;;
Tennessee;Spring Creek-Beech Bluff;9 059;;;;
Ohio;Sheffield Lake;9 058;;;;
Michigan;Charlotte;9 056;;;;
Texas;Hondo;9 056;;;;
Alabama;Laceys Spring;9 055;;;;
Florida;Hernando;9 054;;;;
Kentucky;Versailles;9 054;;;;
South Carolina;Georgetown;9 054;;;;
Florida;Micco;9 052;;;;
Texas;Granbury;9 052;;;;
Alabama;Bay Minette;9 049;;;;
Washington;Peninsula;9 048;;;;
Connecticut;Oakville;9 047;;;;
New York;Hamlin;9 045;;;;
Wisconsin;Sturgeon Bay;9 044;;;;
New York;Esopus;9 041;;;;
Georgia;Fitzgerald;9 039;;;;
Colorado;Evergreen;9 038;;;;
Louisiana;Fort Polk South;9 038;;;;
Arizona;Salt River;9 036;;;;
Illinois;Glenwood;9 036;;;;
Kentucky;Oakbrook;9 036;;;;
California;East Shasta;9 034;;;;
Tennessee;Lenoir City;9 034;;;;
Ohio;Lincoln Village;9 032;;;;
Maryland;Marlton;9 031;;;;
Illinois;Olney;9 026;;;;
Illinois;Manteno;9 026;;;;
Massachusetts;Blackstone;9 026;;;;
Maryland;Edgewater;9 023;;;;
Texas;Hawley-Noodle;9 023;;;;
New Jersey;Chatham;9 022;;;;
Maine;Cape Elizabeth;9 015;;;;
Missouri;Clinton;9 015;;;;
Oregon;Coast Range;9 013;;;;
Tennessee;Covington;9 010;;;;
Maine;Lisbon;9 009;;;;
Alabama;Vinemont;9 008;;;;
Washington;College Place;8 997;;;;
Washington;Toppenish;8 996;;;;
Georgia;Garden City;8 994;;;;
Alabama;Tuskegee;8 993;;;;
Kentucky;Keavy;8 991;;;;
Connecticut;Woodbridge;8 990;;;;
Maryland;La Plata;8 988;;;;
Massachusetts;Middleton;8 987;;;;
New York;Marcy;8 982;;;;
Pennsylvania;Glenshaw;8 981;;;;
Pennsylvania;Mechanicsburg;8 969;;;;
New Jersey;Budd Lake;8 968;;;;
Illinois;Wonder Lake;8 967;;;;
California;Montecito;8 965;;;;
Nevada;Dayton;8 964;;;;
Massachusetts;Sutton;8 963;;;;
Colorado;Stonegate;8 962;;;;
Washington;Midland;8 962;;;;
Minnesota;Detroit Lakes;8 961;;;;
Minnesota;St. Anthony;8 960;;;;
South Carolina;Lancaster;8 960;;;;
South Carolina;Little River;8 960;;;;
Texas;Eidson Road;8 960;;;;
Maryland;Fallston;8 958;;;;
New York;North Elba;8 957;;;;
Georgia;Thomaston;8 952;;;;
Georgia;Fort Valley;8 952;;;;
